Case.ID,Task.Label,Timestamp,Salary,Amount,Coverage,Cost,AssessmentType,AssessmentCost,Result
708,NotifyOutcome,2018-11-19T06:53:08.031+11:00,,,,,,,Rejected
709,SubmitLoanApplication,2018-11-19T08:49:06.031+11:00,42000,82000,,,,,
709,AssessApplication,2018-11-19T09:11:06.031+11:00,,,,,Simple,70,
709,CheckCareer,2018-11-19T09:15:17.031+11:00,,,5,,,,
709,CheckMedicalHistory,2018-11-19T09:36:41.031+11:00,,,,80,,,
709,NotifyOutcome,2018-11-19T10:08:29.031+11:00,,,,,,,Rejected
710,SubmitLoanApplication,2018-11-19T11:31:12.031+11:00,46000,89000,,,,,
710,AssessApplication,2018-11-19T13:56:49.031+11:00,,,,,Simple,90,
710,CheckCareer,2018-11-19T14:34:58.031+11:00,,,1,,,,
710,CheckMedicalHistory,2018-11-19T14:47:01.031+11:00,,,,60,,,
710,NotifyOutcome,2018-11-19T15:14:14.031+11:00,,,,,,,Rejected
711,SubmitLoanApplication,2018-11-19T15:42:08.031+11:00,65000,99000,,,,,
711,AssessApplication,2018-11-19T16:37:05.031+11:00,,,,,Simple,100,
711,CheckCareer,2018-11-19T17:12:23.031+11:00,,,3,,,,
711,CheckMedicalHistory,2018-11-19T19:12:56.031+11:00,,,,30,,,
711,NotifyOutcome,2018-11-19T19:26:04.031+11:00,,,,,,,Rejected
712,SubmitLoanApplication,2018-11-19T19:37:48.031+11:00,35000,62000,,,,,
712,AssessApplication,2018-11-19T22:33:09.031+11:00,,,,,Simple,30,
712,CheckCareer,2018-11-19T22:39:38.031+11:00,,,1,,,,
712,CheckMedicalHistory,2018-11-19T22:45:43.031+11:00,,,,50,,,
712,NotifyOutcome,2018-11-19T23:13:33.031+11:00,,,,,,,Rejected
713,SubmitLoanApplication,2018-11-20T01:44:47.031+11:00,65000,73000,,,,,
713,AssessApplication,2018-11-20T01:55:31.031+11:00,,,,,Simple,30,
713,CheckCareer,2018-11-20T02:35:50.031+11:00,,,5,,,,
713,CheckMedicalHistory,2018-11-20T02:38:40.031+11:00,,,,90,,,
713,NotifyOutcome,2018-11-20T03:07:23.031+11:00,,,,,,,Rejected
714,SubmitLoanApplication,2018-11-20T05:55:37.031+11:00,34000,77000,,,,,
714,AssessApplication,2018-11-20T06:07:31.031+11:00,,,,,Simple,20,
714,CheckCareer,2018-11-20T06:29:27.031+11:00,,,3,,,,
714,CheckMedicalHistory,2018-11-20T06:47:29.031+11:00,,,,50,,,
714,NotifyOutcome,2018-11-20T06:56:09.031+11:00,,,,,,,Rejected
715,SubmitLoanApplication,2018-11-20T08:07:13.031+11:00,64000,76000,,,,,
715,AssessApplication,2018-11-20T08:36:45.031+11:00,,,,,Simple,70,
715,CheckCareer,2018-11-20T08:44:32.031+11:00,,,5,,,,
715,CheckMedicalHistory,2018-11-20T09:27:07.031+11:00,,,,90,,,
715,NotifyOutcome,2018-11-20T11:09:05.031+11:00,,,,,,,Rejected
716,SubmitLoanApplication,2018-11-20T13:12:18.031+11:00,54000,52000,,,,,
716,AssessApplication,2018-11-20T13:18:41.031+11:00,,,,,Simple,30,
716,CheckCareer,2018-11-20T13:37:43.031+11:00,,,3,,,,
716,CheckMedicalHistory,2018-11-20T13:41:35.031+11:00,,,,30,,,
716,NotifyOutcome,2018-11-20T15:21:42.031+11:00,,,,,,,Rejected
717,SubmitLoanApplication,2018-11-20T15:43:01.031+11:00,25000,60000,,,,,
717,AssessApplication,2018-11-20T15:51:54.031+11:00,,,,,Simple,80,
717,CheckCareer,2018-11-20T18:21:16.031+11:00,,,4,,,,
717,CheckMedicalHistory,2018-11-20T18:26:44.031+11:00,,,,20,,,
717,NotifyOutcome,2018-11-20T19:13:26.031+11:00,,,,,,,Rejected
718,SubmitLoanApplication,2018-11-20T19:50:38.031+11:00,60000,83000,,,,,
718,AssessApplication,2018-11-20T22:20:22.031+11:00,,,,,Simple,30,
718,CheckCareer,2018-11-20T22:25:54.031+11:00,,,1,,,,
718,CheckMedicalHistory,2018-11-20T22:30:16.031+11:00,,,,20,,,
718,NotifyOutcome,2018-11-20T23:23:45.031+11:00,,,,,,,Rejected
719,SubmitLoanApplication,2018-11-21T00:11:24.031+11:00,40000,87000,,,,,
719,AssessApplication,2018-11-21T00:53:13.031+11:00,,,,,Simple,40,
719,CheckCareer,2018-11-21T01:14:28.031+11:00,,,1,,,,
719,CheckMedicalHistory,2018-11-21T02:07:47.031+11:00,,,,40,,,
719,NotifyOutcome,2018-11-21T02:14:15.031+11:00,,,,,,,Rejected
720,SubmitLoanApplication,2018-11-21T04:51:05.031+11:00,55000,85000,,,,,
720,AssessApplication,2018-11-21T04:54:21.031+11:00,,,,,Simple,70,
720,CheckCareer,2018-11-21T05:18:55.031+11:00,,,2,,,,
720,CheckMedicalHistory,2018-11-21T06:46:37.031+11:00,,,,100,,,
720,NotifyOutcome,2018-11-21T07:12:24.031+11:00,,,,,,,Rejected
721,SubmitLoanApplication,2018-11-21T07:37:06.031+11:00,68000,93000,,,,,
721,AssessApplication,2018-11-21T07:38:29.031+11:00,,,,,Simple,50,
721,CheckCareer,2018-11-21T07:39:17.031+11:00,,,4,,,,
721,CheckMedicalHistory,2018-11-21T07:44:44.031+11:00,,,,30,,,
721,NotifyOutcome,2018-11-21T10:41:51.031+11:00,,,,,,,Rejected
722,SubmitLoanApplication,2018-11-21T12:26:40.031+11:00,39000,56000,,,,,
722,AssessApplication,2018-11-21T13:06:05.031+11:00,,,,,Simple,10,
722,CheckCareer,2018-11-21T14:14:35.031+11:00,,,4,,,,
722,CheckMedicalHistory,2018-11-21T15:05:44.031+11:00,,,,100,,,
722,NotifyOutcome,2018-11-21T15:26:30.031+11:00,,,,,,,Rejected
723,SubmitLoanApplication,2018-11-21T15:45:24.031+11:00,70000,94000,,,,,
723,AssessApplication,2018-11-21T16:13:32.031+11:00,,,,,Simple,90,
723,CheckCareer,2018-11-21T17:54:45.031+11:00,,,5,,,,
723,CheckMedicalHistory,2018-11-21T18:46:58.031+11:00,,,,10,,,
723,NotifyOutcome,2018-11-21T18:57:45.031+11:00,,,,,,,Rejected
724,SubmitLoanApplication,2018-11-21T19:49:59.031+11:00,66000,55000,,,,,
724,AssessApplication,2018-11-21T20:56:29.031+11:00,,,,,Simple,20,
724,CheckCareer,2018-11-21T22:06:20.031+11:00,,,5,,,,
724,CheckMedicalHistory,2018-11-21T23:07:38.031+11:00,,,,50,,,
724,NotifyOutcome,2018-11-21T23:11:29.031+11:00,,,,,,,Rejected
725,SubmitLoanApplication,2018-11-21T23:37:17.031+11:00,38000,81000,,,,,
725,AssessApplication,2018-11-21T23:42:03.031+11:00,,,,,Simple,30,
725,CheckCareer,2018-11-21T23:59:26.031+11:00,,,4,,,,
725,CheckMedicalHistory,2018-11-22T00:04:48.031+11:00,,,,30,,,
725,NotifyOutcome,2018-11-22T01:06:21.031+11:00,,,,,,,Rejected
726,SubmitLoanApplication,2018-11-22T04:14:54.031+11:00,26000,91000,,,,,
726,AssessApplication,2018-11-22T05:48:19.031+11:00,,,,,Simple,100,
726,CheckCareer,2018-11-22T06:48:43.031+11:00,,,5,,,,
726,CheckMedicalHistory,2018-11-22T06:51:24.031+11:00,,,,80,,,
726,NotifyOutcome,2018-11-22T06:59:13.031+11:00,,,,,,,Rejected
727,SubmitLoanApplication,2018-11-22T10:01:20.031+11:00,66000,54000,,,,,
727,AssessApplication,2018-11-22T10:36:11.031+11:00,,,,,Simple,40,
727,CheckCareer,2018-11-22T11:06:34.031+11:00,,,2,,,,
727,CheckMedicalHistory,2018-11-22T11:20:25.031+11:00,,,,40,,,
727,NotifyOutcome,2018-11-22T11:25:10.031+11:00,,,,,,,Rejected
728,SubmitLoanApplication,2018-11-22T13:18:15.031+11:00,69000,92000,,,,,
728,AssessApplication,2018-11-22T13:47:30.031+11:00,,,,,Simple,90,
728,CheckCareer,2018-11-22T14:16:45.031+11:00,,,5,,,,
728,CheckMedicalHistory,2018-11-22T14:43:33.031+11:00,,,,40,,,
728,NotifyOutcome,2018-11-22T14:51:16.031+11:00,,,,,,,Rejected
729,SubmitLoanApplication,2018-11-22T16:56:30.031+11:00,64000,96000,,,,,
729,AssessApplication,2018-11-22T17:04:41.031+11:00,,,,,Simple,70,
729,CheckCareer,2018-11-22T17:52:55.031+11:00,,,4,,,,
729,CheckMedicalHistory,2018-11-22T17:56:01.031+11:00,,,,90,,,
729,NotifyOutcome,2018-11-22T18:15:22.031+11:00,,,,,,,Rejected
730,SubmitLoanApplication,2018-11-22T19:36:54.031+11:00,48000,79000,,,,,
730,AssessApplication,2018-11-22T20:23:41.031+11:00,,,,,Simple,20,
730,CheckCareer,2018-11-22T20:32:57.031+11:00,,,1,,,,
730,CheckMedicalHistory,2018-11-22T21:00:05.031+11:00,,,,70,,,
730,NotifyOutcome,2018-11-22T23:00:23.031+11:00,,,,,,,Rejected
731,SubmitLoanApplication,2018-11-22T23:35:04.031+11:00,32000,95000,,,,,
731,AssessApplication,2018-11-23T00:59:37.031+11:00,,,,,Simple,20,
731,CheckCareer,2018-11-23T01:31:35.031+11:00,,,5,,,,
731,CheckMedicalHistory,2018-11-23T03:18:27.031+11:00,,,,80,,,
731,NotifyOutcome,2018-11-23T03:18:34.031+11:00,,,,,,,Rejected
732,SubmitLoanApplication,2018-11-23T03:41:32.031+11:00,49000,98000,,,,,
732,AssessApplication,2018-11-23T04:19:22.031+11:00,,,,,Simple,80,
732,CheckCareer,2018-11-23T04:52:24.031+11:00,,,5,,,,
732,CheckMedicalHistory,2018-11-23T06:02:35.031+11:00,,,,90,,,
732,NotifyOutcome,2018-11-23T06:49:43.031+11:00,,,,,,,Rejected
733,SubmitLoanApplication,2018-11-23T07:33:26.031+11:00,49000,80000,,,,,
733,AssessApplication,2018-11-23T10:20:13.031+11:00,,,,,Simple,60,
733,CheckCareer,2018-11-23T10:21:19.031+11:00,,,1,,,,
733,CheckMedicalHistory,2018-11-23T10:39:25.031+11:00,,,,70,,,
733,NotifyOutcome,2018-11-23T10:42:28.031+11:00,,,,,,,Rejected
734,SubmitLoanApplication,2018-11-23T12:24:34.031+11:00,25000,97000,,,,,
734,AssessApplication,2018-11-23T13:00:51.031+11:00,,,,,Simple,70,
734,CheckCareer,2018-11-23T14:44:08.031+11:00,,,3,,,,
734,CheckMedicalHistory,2018-11-23T15:18:13.031+11:00,,,,60,,,
734,NotifyOutcome,2018-11-23T15:21:13.031+11:00,,,,,,,Rejected
735,SubmitLoanApplication,2018-11-23T15:49:44.031+11:00,50000,57000,,,,,
735,AssessApplication,2018-11-23T16:10:11.031+11:00,,,,,Simple,80,
735,CheckCareer,2018-11-23T17:09:55.031+11:00,,,2,,,,
735,CheckMedicalHistory,2018-11-23T17:48:15.031+11:00,,,,40,,,
735,NotifyOutcome,2018-11-23T18:32:22.031+11:00,,,,,,,Rejected
736,SubmitLoanApplication,2018-11-23T20:17:04.031+11:00,46000,58000,,,,,
736,AssessApplication,2018-11-23T20:36:45.031+11:00,,,,,Simple,70,
736,CheckCareer,2018-11-23T20:56:20.031+11:00,,,1,,,,
736,CheckMedicalHistory,2018-11-23T21:44:15.031+11:00,,,,20,,,
736,NotifyOutcome,2018-11-23T22:42:29.031+11:00,,,,,,,Rejected
737,SubmitLoanApplication,2018-11-24T00:09:53.031+11:00,66000,65000,,,,,
737,AssessApplication,2018-11-24T01:22:02.031+11:00,,,,,Simple,80,
737,CheckCareer,2018-11-24T02:00:42.031+11:00,,,4,,,,
737,CheckMedicalHistory,2018-11-24T03:03:38.031+11:00,,,,60,,,
737,NotifyOutcome,2018-11-24T03:22:18.031+11:00,,,,,,,Rejected
738,SubmitLoanApplication,2018-11-24T03:56:13.031+11:00,29000,51000,,,,,
738,AssessApplication,2018-11-24T04:42:36.031+11:00,,,,,Simple,100,
738,CheckCareer,2018-11-24T06:19:14.031+11:00,,,2,,,,
738,CheckMedicalHistory,2018-11-24T06:55:41.031+11:00,,,,100,,,
738,NotifyOutcome,2018-11-24T06:57:29.031+11:00,,,,,,,Rejected
739,SubmitLoanApplication,2018-11-24T08:35:24.031+11:00,48000,59000,,,,,
739,AssessApplication,2018-11-24T09:14:01.031+11:00,,,,,Simple,40,
739,CheckCareer,2018-11-24T09:49:22.031+11:00,,,4,,,,
739,CheckMedicalHistory,2018-11-24T10:29:22.031+11:00,,,,10,,,
739,NotifyOutcome,2018-11-24T10:43:50.031+11:00,,,,,,,Rejected
740,SubmitLoanApplication,2018-11-24T12:06:54.031+11:00,49000,88000,,,,,
740,AssessApplication,2018-11-24T12:53:09.031+11:00,,,,,Simple,70,
740,CheckCareer,2018-11-24T14:06:41.031+11:00,,,5,,,,
740,CheckMedicalHistory,2018-11-24T14:12:58.031+11:00,,,,70,,,
740,NotifyOutcome,2018-11-24T15:22:44.031+11:00,,,,,,,Rejected
741,SubmitLoanApplication,2018-11-24T16:21:48.031+11:00,57000,84000,,,,,
741,AssessApplication,2018-11-24T17:56:57.031+11:00,,,,,Simple,20,
741,CheckCareer,2018-11-24T18:55:43.031+11:00,,,3,,,,
741,CheckMedicalHistory,2018-11-24T19:11:39.031+11:00,,,,80,,,
741,NotifyOutcome,2018-11-24T19:20:15.031+11:00,,,,,,,Rejected
742,SubmitLoanApplication,2018-11-24T21:26:10.031+11:00,57000,61000,,,,,
742,AssessApplication,2018-11-24T21:36:52.031+11:00,,,,,Simple,10,
742,CheckCareer,2018-11-24T21:38:23.031+11:00,,,3,,,,
742,CheckMedicalHistory,2018-11-24T21:40:37.031+11:00,,,,60,,,
742,NotifyOutcome,2018-11-24T22:44:48.031+11:00,,,,,,,Rejected
743,SubmitLoanApplication,2018-11-24T23:52:22.031+11:00,25000,78000,,,,,
743,AssessApplication,2018-11-25T00:12:28.031+11:00,,,,,Simple,10,
743,CheckCareer,2018-11-25T02:40:57.031+11:00,,,2,,,,
743,CheckMedicalHistory,2018-11-25T02:56:28.031+11:00,,,,70,,,
743,NotifyOutcome,2018-11-25T03:15:28.031+11:00,,,,,,,Rejected
744,SubmitLoanApplication,2018-11-25T04:45:45.031+11:00,64000,74000,,,,,
744,AssessApplication,2018-11-25T05:25:21.031+11:00,,,,,Simple,60,
744,CheckCareer,2018-11-25T05:33:14.031+11:00,,,5,,,,
744,CheckMedicalHistory,2018-11-25T07:18:48.031+11:00,,,,80,,,
744,NotifyOutcome,2018-11-25T07:19:51.031+11:00,,,,,,,Rejected
745,SubmitLoanApplication,2018-11-25T09:06:00.031+11:00,29000,75000,,,,,
745,AssessApplication,2018-11-25T09:18:40.031+11:00,,,,,Simple,80,
745,CheckCareer,2018-11-25T09:21:12.031+11:00,,,2,,,,
745,CheckMedicalHistory,2018-11-25T10:02:59.031+11:00,,,,50,,,
745,NotifyOutcome,2018-11-25T11:07:43.031+11:00,,,,,,,Rejected
746,SubmitLoanApplication,2018-11-25T12:07:32.031+11:00,54000,66000,,,,,
746,AssessApplication,2018-11-25T12:21:49.031+11:00,,,,,Simple,80,
746,CheckCareer,2018-11-25T12:49:40.031+11:00,,,2,,,,
746,CheckMedicalHistory,2018-11-25T13:59:54.031+11:00,,,,10,,,
746,NotifyOutcome,2018-11-25T15:11:19.031+11:00,,,,,,,Rejected
747,SubmitLoanApplication,2018-11-25T15:44:43.031+11:00,49000,71000,,,,,
747,AssessApplication,2018-11-25T16:27:00.031+11:00,,,,,Simple,50,
747,CheckCareer,2018-11-25T16:45:35.031+11:00,,,4,,,,
747,CheckMedicalHistory,2018-11-25T18:00:35.031+11:00,,,,20,,,
747,NotifyOutcome,2018-11-25T18:11:18.031+11:00,,,,,,,Rejected
748,SubmitLoanApplication,2018-11-25T20:30:37.031+11:00,26000,69000,,,,,
748,AssessApplication,2018-11-25T20:57:06.031+11:00,,,,,Simple,20,
748,CheckCareer,2018-11-25T22:50:52.031+11:00,,,2,,,,
748,CheckMedicalHistory,2018-11-25T22:58:37.031+11:00,,,,40,,,
748,NotifyOutcome,2018-11-25T23:10:25.031+11:00,,,,,,,Rejected
749,SubmitLoanApplication,2018-11-25T23:35:42.031+11:00,56000,64000,,,,,
749,AssessApplication,2018-11-26T00:52:04.031+11:00,,,,,Simple,50,
749,CheckCareer,2018-11-26T01:27:51.031+11:00,,,2,,,,
749,CheckMedicalHistory,2018-11-26T01:39:28.031+11:00,,,,60,,,
749,NotifyOutcome,2018-11-26T01:57:19.031+11:00,,,,,,,Rejected
750,SubmitLoanApplication,2018-11-26T03:40:30.031+11:00,50000,68000,,,,,
750,AssessApplication,2018-11-26T03:53:43.031+11:00,,,,,Simple,40,
750,CheckCareer,2018-11-26T04:22:38.031+11:00,,,5,,,,
750,CheckMedicalHistory,2018-11-26T05:13:33.031+11:00,,,,80,,,
750,NotifyOutcome,2018-11-26T05:33:41.031+11:00,,,,,,,Rejected
751,SubmitLoanApplication,2018-10-15T15:46:07.031+11:00,70000,53000,,,,,
751,AssessApplication,2018-10-15T15:58:01.031+11:00,,,,,Simple,60,
751,CheckCareer,2018-10-15T17:28:40.031+11:00,,,3,,,,
751,CheckMedicalHistory,2018-10-15T17:33:21.031+11:00,,,,10,,,
751,NotifyOutcome,2018-10-15T18:13:09.031+11:00,,,,,,,Rejected
752,SubmitLoanApplication,2018-10-15T19:48:24.031+11:00,48000,58000,,,,,
752,AssessApplication,2018-10-15T22:20:39.031+11:00,,,,,Simple,60,
752,CheckCareer,2018-10-15T22:21:26.031+11:00,,,3,,,,
752,CheckMedicalHistory,2018-10-15T23:05:51.031+11:00,,,,80,,,
752,NotifyOutcome,2018-10-15T23:11:03.031+11:00,,,,,,,Rejected
753,SubmitLoanApplication,2018-10-15T23:37:02.031+11:00,95000,87000,,,,,
753,CheckCareer,2018-10-16T00:09:09.031+11:00,,,5,,,,
753,CheckMedicalHistory,2018-10-16T01:06:35.031+11:00,,,,70,,,
753,NotifyOutcome,2018-10-16T01:11:10.031+11:00,,,,,,,Accepted
753,AssessApplication,2018-10-16T02:41:50.031+11:00,,,,,Simple,70,
754,SubmitLoanApplication,2018-10-16T04:19:49.031+11:00,9000,34000,,,,,
754,CheckCareer,2018-10-16T04:24:03.031+11:00,,,3,,,,
754,CheckMedicalHistory,2018-10-16T05:03:40.031+11:00,,,,80,,,
754,NotifyOutcome,2018-10-16T06:27:46.031+11:00,,,,,,,Rejected
754,AssessApplication,2018-10-16T07:14:42.031+11:00,,,,,Simple,10,
755,SubmitLoanApplication,2018-10-16T07:55:32.031+11:00,11000,98000,,,,,
755,CheckCareer,2018-10-16T08:23:37.031+11:00,,,16,,,,
755,CheckMedicalHistory,2018-10-16T08:46:58.031+11:00,,,,230,,,
755,NotifyOutcome,2018-10-16T09:04:53.031+11:00,,,,,,,Rejected
755,AssessApplication,2018-10-16T10:58:26.031+11:00,,,,,Complex,120,
756,SubmitLoanApplication,2018-10-16T11:44:31.031+11:00,9000,98000,,,,,
756,AssessApplication,2018-10-16T13:30:38.031+11:00,,,,,Complex,220,
756,CheckCareer,2018-10-16T13:47:25.031+11:00,,,16,,,,
756,CheckMedicalHistory,2018-10-16T14:09:25.031+11:00,,,,200,,,
756,NotifyOutcome,2018-10-16T15:22:06.031+11:00,,,,,,,Rejected
757,SubmitLoanApplication,2018-10-16T15:33:58.031+11:00,3000,58000,,,,,
757,AssessApplication,2018-10-16T16:06:33.031+11:00,,,,,Complex,200,
757,CheckCareer,2018-10-16T16:28:30.031+11:00,,,22,,,,
757,CheckMedicalHistory,2018-10-16T18:23:24.031+11:00,,,,260,,,
757,NotifyOutcome,2018-10-16T18:52:35.031+11:00,,,,,,,Rejected
758,SubmitLoanApplication,2018-10-16T20:37:12.031+11:00,13000,58000,,,,,
758,AssessApplication,2018-10-16T20:46:13.031+11:00,,,,,Complex,140,
758,CheckCareer,2018-10-16T21:03:50.031+11:00,,,26,,,,
758,CheckMedicalHistory,2018-10-16T22:18:37.031+11:00,,,,270,,,
758,NotifyOutcome,2018-10-16T22:26:55.031+11:00,,,,,,,Rejected
759,SubmitLoanApplication,2018-10-16T23:48:58.031+11:00,21000,53000,,,,,
759,AssessApplication,2018-10-17T00:55:43.031+11:00,,,,,Complex,180,
759,CheckCareer,2018-10-17T01:26:14.031+11:00,,,25,,,,
759,CheckMedicalHistory,2018-10-17T02:15:22.031+11:00,,,,300,,,
759,NotifyOutcome,2018-10-17T02:29:37.031+11:00,,,,,,,Rejected
760,SubmitLoanApplication,2018-10-17T04:05:48.031+11:00,12000,84000,,,,,
760,AssessApplication,2018-10-17T05:34:38.031+11:00,,,,,Complex,170,
760,CheckCareer,2018-10-17T05:41:45.031+11:00,,,24,,,,
760,CheckMedicalHistory,2018-10-17T06:31:59.031+11:00,,,,250,,,
760,NotifyOutcome,2018-10-17T07:21:57.031+11:00,,,,,,,Rejected
761,SubmitLoanApplication,2018-10-17T08:13:37.031+11:00,22000,84000,,,,,
761,AssessApplication,2018-10-17T09:33:10.031+11:00,,,,,Complex,200,
761,CheckCareer,2018-10-17T09:59:22.031+11:00,,,30,,,,
761,CheckMedicalHistory,2018-10-17T10:50:42.031+11:00,,,,140,,,
761,NotifyOutcome,2018-10-17T10:56:27.031+11:00,,,,,,,Rejected
762,SubmitLoanApplication,2018-10-17T11:34:08.031+11:00,17000,98000,,,,,
762,AssessApplication,2018-10-17T11:48:08.031+11:00,,,,,Complex,150,
762,CheckCareer,2018-10-17T13:06:39.031+11:00,,,19,,,,
762,CheckMedicalHistory,2018-10-17T13:18:38.031+11:00,,,,180,,,
762,NotifyOutcome,2018-10-17T15:11:25.031+11:00,,,,,,,Rejected
763,SubmitLoanApplication,2018-10-17T17:35:15.031+11:00,3000,63000,,,,,
763,AssessApplication,2018-10-17T17:45:11.031+11:00,,,,,Complex,250,
763,CheckCareer,2018-10-17T17:51:57.031+11:00,,,20,,,,
763,CheckMedicalHistory,2018-10-17T18:31:30.031+11:00,,,,210,,,
763,NotifyOutcome,2018-10-17T19:24:27.031+11:00,,,,,,,Rejected
764,SubmitLoanApplication,2018-10-17T19:38:20.031+11:00,21000,63000,,,,,
764,AssessApplication,2018-10-17T20:23:43.031+11:00,,,,,Complex,140,
764,CheckCareer,2018-10-17T20:24:52.031+11:00,,,26,,,,
764,CheckMedicalHistory,2018-10-17T22:22:52.031+11:00,,,,170,,,
764,NotifyOutcome,2018-10-17T23:17:39.031+11:00,,,,,,,Rejected
765,SubmitLoanApplication,2018-10-17T23:58:29.031+11:00,22000,66000,,,,,
765,AssessApplication,2018-10-18T00:07:20.031+11:00,,,,,Complex,200,
765,CheckCareer,2018-10-18T00:35:54.031+11:00,,,26,,,,
765,CheckMedicalHistory,2018-10-18T02:09:24.031+11:00,,,,260,,,
765,NotifyOutcome,2018-10-18T02:22:29.031+11:00,,,,,,,Rejected
766,SubmitLoanApplication,2018-10-18T03:34:18.031+11:00,7000,69000,,,,,
766,AssessApplication,2018-10-18T06:07:41.031+11:00,,,,,Complex,230,
766,CheckCareer,2018-10-18T06:50:56.031+11:00,,,24,,,,
766,CheckMedicalHistory,2018-10-18T07:09:19.031+11:00,,,,270,,,
766,NotifyOutcome,2018-10-18T07:25:49.031+11:00,,,,,,,Rejected
767,SubmitLoanApplication,2018-10-18T08:10:38.031+11:00,24000,69000,,,,,
767,AssessApplication,2018-10-18T08:49:18.031+11:00,,,,,Complex,140,
767,CheckCareer,2018-10-18T08:53:56.031+11:00,,,16,,,,
767,CheckMedicalHistory,2018-10-18T10:00:08.031+11:00,,,,230,,,
767,NotifyOutcome,2018-10-18T11:20:36.031+11:00,,,,,,,Rejected
768,SubmitLoanApplication,2018-10-18T11:56:38.031+11:00,23000,74000,,,,,
768,AssessApplication,2018-10-18T12:03:49.031+11:00,,,,,Complex,150,
768,CheckCareer,2018-10-18T13:00:55.031+11:00,,,19,,,,
768,CheckMedicalHistory,2018-10-18T14:16:29.031+11:00,,,,110,,,
768,NotifyOutcome,2018-10-18T15:25:48.031+11:00,,,,,,,Rejected
769,SubmitLoanApplication,2018-10-18T16:01:10.031+11:00,7000,53000,,,,,
769,AssessApplication,2018-10-18T16:06:43.031+11:00,,,,,Complex,220,
769,CheckCareer,2018-10-18T16:42:06.031+11:00,,,17,,,,
769,CheckMedicalHistory,2018-10-18T17:15:28.031+11:00,,,,130,,,
769,NotifyOutcome,2018-10-18T19:14:06.031+11:00,,,,,,,Rejected
770,SubmitLoanApplication,2018-10-18T20:19:44.031+11:00,3000,66000,,,,,
770,AssessApplication,2018-10-18T22:22:28.031+11:00,,,,,Complex,200,
770,CheckCareer,2018-10-18T23:06:57.031+11:00,,,18,,,,
770,CheckMedicalHistory,2018-10-18T23:08:31.031+11:00,,,,130,,,
770,NotifyOutcome,2018-10-18T23:22:30.031+11:00,,,,,,,Rejected
771,SubmitLoanApplication,2018-10-19T00:01:06.031+11:00,9000,74000,,,,,
771,AssessApplication,2018-10-19T01:50:29.031+11:00,,,,,Complex,230,
771,CheckCareer,2018-10-19T02:04:09.031+11:00,,,19,,,,
771,CheckMedicalHistory,2018-10-19T02:39:21.031+11:00,,,,180,,,
771,NotifyOutcome,2018-10-19T02:46:33.031+11:00,,,,,,,Rejected
772,SubmitLoanApplication,2018-10-19T03:33:39.031+11:00,21000,79000,,,,,
772,AssessApplication,2018-10-19T04:10:30.031+11:00,,,,,Complex,150,
772,CheckCareer,2018-10-19T04:57:50.031+11:00,,,18,,,,
772,CheckMedicalHistory,2018-10-19T05:05:31.031+11:00,,,,220,,,
772,NotifyOutcome,2018-10-19T06:55:36.031+11:00,,,,,,,Rejected
773,SubmitLoanApplication,2018-10-19T07:34:19.031+11:00,2000,79000,,,,,
773,AssessApplication,2018-10-19T07:49:45.031+11:00,,,,,Complex,120,
773,CheckCareer,2018-10-19T09:05:24.031+11:00,,,21,,,,
773,CheckMedicalHistory,2018-10-19T09:41:50.031+11:00,,,,230,,,
773,NotifyOutcome,2018-10-19T10:35:08.031+11:00,,,,,,,Rejected
774,SubmitLoanApplication,2018-10-19T11:36:41.031+11:00,1000,75000,,,,,
774,AssessApplication,2018-10-19T13:49:33.031+11:00,,,,,Complex,250,
774,CheckCareer,2018-10-19T14:05:55.031+11:00,,,29,,,,
774,CheckMedicalHistory,2018-10-19T14:44:10.031+11:00,,,,140,,,
774,NotifyOutcome,2018-10-19T14:56:24.031+11:00,,,,,,,Rejected
775,SubmitLoanApplication,2018-10-19T15:43:15.031+11:00,16000,75000,,,,,
775,AssessApplication,2018-10-19T16:44:31.031+11:00,,,,,Complex,130,
775,CheckCareer,2018-10-19T18:03:30.031+11:00,,,19,,,,
775,CheckMedicalHistory,2018-10-19T18:51:27.031+11:00,,,,230,,,
775,NotifyOutcome,2018-10-19T19:12:04.031+11:00,,,,,,,Rejected
776,SubmitLoanApplication,2018-10-19T19:48:04.031+11:00,20000,61000,,,,,
776,AssessApplication,2018-10-19T20:32:48.031+11:00,,,,,Complex,240,
776,CheckCareer,2018-10-19T21:31:08.031+11:00,,,19,,,,
776,CheckMedicalHistory,2018-10-19T21:55:00.031+11:00,,,,180,,,
776,NotifyOutcome,2018-10-19T22:26:29.031+11:00,,,,,,,Rejected
777,SubmitLoanApplication,2018-10-20T00:48:12.031+11:00,8000,62000,,,,,
777,AssessApplication,2018-10-20T02:25:54.031+11:00,,,,,Complex,110,
777,CheckCareer,2018-10-20T02:59:27.031+11:00,,,23,,,,
777,CheckMedicalHistory,2018-10-20T03:07:41.031+11:00,,,,220,,,
777,NotifyOutcome,2018-10-20T03:22:57.031+11:00,,,,,,,Rejected
778,SubmitLoanApplication,2018-10-20T03:54:12.031+11:00,19000,62000,,,,,
778,AssessApplication,2018-10-20T05:12:24.031+11:00,,,,,Complex,200,
778,CheckCareer,2018-10-20T06:32:09.031+11:00,,,21,,,,
778,CheckMedicalHistory,2018-10-20T06:51:52.031+11:00,,,,300,,,
